Asiakas: Stenvalvet 221 Helsingborg AB (800586),Unname,Unnamed
21.1.2021 6.00,0.011,0
21.1.2021 7.00,0.011,0
21.1.2021 8.00,0.011,0
21.1.2021 9.00,0.011,0
21.1.2021 10.00,0.011,0
21.1.2021 11.00,0.011,0
21.1.2021 12.00,0.011,0
21.1.2021 13.00,0.011,0
21.1.2021 14.00,0.011,0
21.1.2021 15.00,0.011,0
21.1.2021 16.00,0.011,0
21.1.2021 17.00,0.011,0
21.1.2021 18.00,0.011,0
21.1.2021 19.00,0.011,0
21.1.2021 20.00,0.011,0
21.1.2021 21.00,0.011,0
21.1.2021 22.00,0.011,0
21.1.2021 23.00,0.011,0
22.1.2021 0.00,0.011,0
22.1.2021 1.00,0.012,0
22.1.2021 2.00,0.012,0
22.1.2021 3.00,0.012,0
22.1.2021 4.00,0.012,0
22.1.2021 5.00,0.012,0
22.1.2021 6.00,0.012,0
22.1.2021 7.00,0.012,0
22.1.2021 8.00,0.012,0
22.1.2021 9.00,0.012,0
22.1.2021 10.00,0.012,0
22.1.2021 11.00,0.012,0
22.1.2021 12.00,0.012,0
22.1.2021 13.00,0.012,0
22.1.2021 14.00,0.012,0
22.1.2021 15.00,0.012,0
22.1.2021 16.00,0.012,0
22.1.2021 17.00,0.012,0
22.1.2021 18.00,0.012,0
22.1.2021 19.00,0.012,0
22.1.2021 20.00,0.012,0
22.1.2021 21.00,0.012,0
22.1.2021 22.00,0.012,0
22.1.2021 23.00,0.012,0
23.1.2021 0.00,0.012,0
23.1.2021 1.00,0.009,0
23.1.2021 2.00,0.009,0
23.1.2021 3.00,0.009,0
23.1.2021 4.00,0.009,0
23.1.2021 5.00,0.009,0
23.1.2021 6.00,0.009,0
23.1.2021 7.00,0.009,0
23.1.2021 8.00,0.009,0
23.1.2021 9.00,0.009,0
23.1.2021 10.00,0.009,0
23.1.2021 11.00,0.009,0
23.1.2021 12.00,0.009,0
23.1.2021 13.00,0.009,0
23.1.2021 14.00,0.009,0
23.1.2021 15.00,0.009,0
23.1.2021 16.00,0.009,0
23.1.2021 17.00,0.009,0
23.1.2021 18.00,0.009,0
23.1.2021 19.00,0.009,0
23.1.2021 20.00,0.009,0
23.1.2021 21.00,0.009,0
23.1.2021 22.00,0.009,0
23.1.2021 23.00,0.009,0
24.1.2021 0.00,0.009,0
24.1.2021 1.00,0.01,0
24.1.2021 2.00,0.01,0
24.1.2021 3.00,0.01,0
24.1.2021 4.00,0.01,0
24.1.2021 5.00,0.01,0
24.1.2021 6.00,0.01,0
24.1.2021 7.00,0.01,0
24.1.2021 8.00,0.01,0
24.1.2021 9.00,0.01,0
24.1.2021 10.00,0.01,0
24.1.2021 11.00,0.01,0
24.1.2021 12.00,0.01,0
24.1.2021 13.00,0.01,0
24.1.2021 14.00,0.01,0
24.1.2021 15.00,0.01,0
24.1.2021 16.00,0.01,0
24.1.2021 17.00,0.01,0
24.1.2021 18.00,0.01,0
24.1.2021 19.00,0.01,0
24.1.2021 20.00,0.01,0
24.1.2021 21.00,0.01,0
24.1.2021 22.00,0.01,0
24.1.2021 23.00,0.01,0
25.1.2021 0.00,0.014,0
25.1.2021 1.00,0.014,0
25.1.2021 2.00,0.014,0
25.1.2021 3.00,0.014,0
25.1.2021 4.00,0.014,0
25.1.2021 5.00,0.014,0
25.1.2021 6.00,0.014,0
25.1.2021 7.00,0.014,0
25.1.2021 8.00,0.014,0
25.1.2021 9.00,0.014,0
25.1.2021 10.00,0.014,0
25.1.2021 11.00,0.014,0
25.1.2021 12.00,0.014,0
25.1.2021 13.00,0.014,0
25.1.2021 14.00,0.014,0
25.1.2021 15.00,0.014,0
25.1.2021 16.00,0.014,0
25.1.2021 17.00,0.014,0
25.1.2021 18.00,0.014,0
25.1.2021 19.00,0.014,0
25.1.2021 20.00,0.014,0
25.1.2021 21.00,0.014,0
25.1.2021 22.00,0.014,0
25.1.2021 23.00,0.014,0
26.1.2021 0.00,0.014,0
26.1.2021 1.00,0.014,0
26.1.2021 2.00,0.014,0
26.1.2021 3.00,0.014,0
26.1.2021 4.00,0.014,0
26.1.2021 5.00,0.014,0
26.1.2021 6.00,0.014,0
26.1.2021 7.00,0.014,0
26.1.2021 8.00,0.014,0
26.1.2021 9.00,0.014,0
26.1.2021 10.00,0.014,0
26.1.2021 11.00,0.014,0
26.1.2021 12.00,0.014,0
26.1.2021 13.00,0.014,0
26.1.2021 14.00,0.014,0
26.1.2021 15.00,0.014,0
26.1.2021 16.00,0.014,0
26.1.2021 17.00,0.014,0
26.1.2021 18.00,0.014,0
26.1.2021 19.00,0.014,0
26.1.2021 20.00,0.014,0
26.1.2021 21.00,0.014,0
26.1.2021 22.00,0.014,0
26.1.2021 23.00,0.014,0
27.1.2021 0.00,0.014,0
27.1.2021 1.00,0.014,0
27.1.2021 2.00,0.014,0
27.1.2021 3.00,0.014,0
27.1.2021 4.00,0.014,0
27.1.2021 5.00,0.014,0
27.1.2021 6.00,0.014,0
27.1.2021 7.00,0.014,0
27.1.2021 8.00,0.014,0
27.1.2021 9.00,0.014,0
27.1.2021 10.00,0.014,0
27.1.2021 11.00,0.014,0
27.1.2021 12.00,0.014,0
27.1.2021 13.00,0.014,0
27.1.2021 14.00,0.014,0
27.1.2021 15.00,0.014,0
27.1.2021 16.00,0.014,0
27.1.2021 17.00,0.014,0
27.1.2021 18.00,0.014,0
27.1.2021 19.00,0.014,0
27.1.2021 20.00,0.014,0
27.1.2021 21.00,0.014,0
27.1.2021 22.00,0.014,0
27.1.2021 23.00,0.014,0
28.1.2021 0.00,0.014,0
28.1.2021 1.00,0.015,0
28.1.2021 2.00,0.015,0
28.1.2021 3.00,0.015,0
28.1.2021 4.00,0.015,0
28.1.2021 5.00,0.015,0
28.1.2021 6.00,0.015,0
28.1.2021 7.00,0.015,0
28.1.2021 8.00,0.015,0
28.1.2021 9.00,0.015,0
28.1.2021 10.00,0.015,0
28.1.2021 11.00,0.015,0
28.1.2021 12.00,0.015,0
28.1.2021 13.00,0.015,0
28.1.2021 14.00,0.015,0
28.1.2021 15.00,0.015,0
28.1.2021 16.00,0.015,0
28.1.2021 17.00,0.015,0
28.1.2021 18.00,0.015,0
28.1.2021 19.00,0.015,0
28.1.2021 20.00,0.015,0
28.1.2021 21.00,0.015,0
28.1.2021 22.00,0.015,0
28.1.2021 23.00,0.015,0
29.1.2021 0.00,0.017,0
29.1.2021 1.00,0.017,0
29.1.2021 2.00,0.017,0
29.1.2021 3.00,0.017,0
29.1.2021 4.00,0.017,0
29.1.2021 5.00,0.017,0
29.1.2021 6.00,0.017,0
29.1.2021 7.00,0.017,0
29.1.2021 8.00,0.017,0
29.1.2021 9.00,0.017,0
29.1.2021 10.00,0.017,0
29.1.2021 11.00,0.017,0
29.1.2021 12.00,0.017,0
29.1.2021 13.00,0.017,0
29.1.2021 14.00,0.017,0
29.1.2021 15.00,0.017,0
29.1.2021 16.00,0.017,0
29.1.2021 17.00,0.017,0
29.1.2021 18.00,0.017,0
29.1.2021 19.00,0.017,0
29.1.2021 20.00,0.017,0
29.1.2021 21.00,0.017,0
29.1.2021 22.00,0.017,0
29.1.2021 23.00,0.017,0
30.1.2021 0.00,0.012,0
30.1.2021 1.00,0.012,0
30.1.2021 2.00,0.012,0
30.1.2021 3.00,0.012,0
30.1.2021 4.00,0.012,0
30.1.2021 5.00,0.012,0
30.1.2021 6.00,0.012,0
30.1.2021 7.00,0.012,0
30.1.2021 8.00,0.012,0
30.1.2021 9.00,0.012,0
30.1.2021 10.00,0.012,0
30.1.2021 11.00,0.012,0
30.1.2021 12.00,0.012,0
30.1.2021 13.00,0.012,0
30.1.2021 14.00,0.012,0
30.1.2021 15.00,0.012,0
30.1.2021 16.00,0.012,0
30.1.2021 17.00,0.012,0
30.1.2021 18.00,0.012,0
30.1.2021 19.00,0.012,0
30.1.2021 20.00,0.012,0
30.1.2021 21.00,0.012,0
30.1.2021 22.00,0.012,0
30.1.2021 23.00,0.012,0
31.1.2021 0.00,0.011,0
31.1.2021 1.00,0.011,0
31.1.2021 2.00,0.011,0
31.1.2021 3.00,0.011,0
31.1.2021 4.00,0.011,0
31.1.2021 5.00,0.011,0
31.1.2021 6.00,0.011,0
31.1.2021 7.00,0.011,0
31.1.2021 8.00,0.011,0
31.1.2021 9.00,0.011,0
31.1.2021 10.00,0.011,0
31.1.2021 11.00,0.011,0
31.1.2021 12.00,0.011,0
31.1.2021 13.00,0.011,0
31.1.2021 14.00,0.011,0
31.1.2021 15.00,0.011,0
31.1.2021 16.00,0.011,0
31.1.2021 17.00,0.011,0
31.1.2021 18.00,0.011,0
31.1.2021 19.00,0.011,0
31.1.2021 20.00,0.011,0
31.1.2021 21.00,0.011,0
31.1.2021 22.00,0.011,0
31.1.2021 23.00,0.011,0
1.2.2021 0.00,0.011,0
1.2.2021 1.00,0.014,0
1.2.2021 2.00,0.014,0
1.2.2021 3.00,0.014,0
1.2.2021 4.00,0.014,0
1.2.2021 5.00,0.014,0
1.2.2021 6.00,0.014,0
1.2.2021 7.00,0.014,0
1.2.2021 8.00,0.014,0
1.2.2021 9.00,0.014,0
1.2.2021 10.00,0.014,0
1.2.2021 11.00,0.014,0
1.2.2021 12.00,0.014,0
1.2.2021 13.00,0.014,0
1.2.2021 14.00,0.014,0
1.2.2021 15.00,0.014,0
1.2.2021 16.00,0.014,0
1.2.2021 17.00,0.014,0
1.2.2021 18.00,0.014,0
1.2.2021 19.00,0.014,0
1.2.2021 20.00,0.014,0
1.2.2021 21.00,0.014,0
1.2.2021 22.00,0.014,0
1.2.2021 23.00,0.014,0
2.2.2021 0.00,0.014,0
2.2.2021 1.00,0.015,0
2.2.2021 2.00,0.015,0
2.2.2021 3.00,0.015,0
2.2.2021 4.00,0.015,0
2.2.2021 5.00,0.015,0
2.2.2021 6.00,0.015,0
2.2.2021 7.00,0.015,0
2.2.2021 8.00,0.015,0
2.2.2021 9.00,0.015,0
2.2.2021 10.00,0.015,0
2.2.2021 11.00,0.015,0
2.2.2021 12.00,0.015,0
2.2.2021 13.00,0.015,0
2.2.2021 14.00,0.015,0
2.2.2021 15.00,0.015,0
2.2.2021 16.00,0.015,0
2.2.2021 17.00,0.015,0
2.2.2021 18.00,0.015,0
2.2.2021 19.00,0.015,0
2.2.2021 20.00,0.015,0
2.2.2021 21.00,0.015,0
2.2.2021 22.00,0.015,0
2.2.2021 23.00,0.015,0
3.2.2021 0.00,0.015,0
3.2.2021 1.00,0.015,0
3.2.2021 2.00,0.015,0
3.2.2021 3.00,0.015,0
3.2.2021 4.00,0.015,0
3.2.2021 5.00,0.015,0
3.2.2021 6.00,0.015,0
3.2.2021 7.00,0.015,0
3.2.2021 8.00,0.015,0
3.2.2021 9.00,0.015,0
3.2.2021 10.00,0.015,0
3.2.2021 11.00,0.015,0
3.2.2021 12.00,0.015,0
3.2.2021 13.00,0.015,0
3.2.2021 14.00,0.015,0
3.2.2021 15.00,0.015,0
3.2.2021 16.00,0.015,0
3.2.2021 17.00,0.015,0
3.2.2021 18.00,0.015,0
3.2.2021 19.00,0.015,0
3.2.2021 20.00,0.015,0
3.2.2021 21.00,0.015,0
3.2.2021 22.00,0.015,0
3.2.2021 23.00,0.015,0
4.2.2021 0.00,0.015,0
4.2.2021 1.00,0.017,0
4.2.2021 2.00,0.017,0
4.2.2021 3.00,0.017,0
4.2.2021 4.00,0.017,0
4.2.2021 5.00,0.017,0
4.2.2021 6.00,0.017,0
4.2.2021 7.00,0.017,0
4.2.2021 8.00,0.017,0
4.2.2021 9.00,0.017,0
4.2.2021 10.00,0.017,0
4.2.2021 11.00,0.017,0
4.2.2021 12.00,0.017,0
4.2.2021 13.00,0.017,0
4.2.2021 14.00,0.017,0
4.2.2021 15.00,0.017,0
4.2.2021 16.00,0.017,0
4.2.2021 17.00,0.017,0
4.2.2021 18.00,0.017,0
4.2.2021 19.00,0.017,0
4.2.2021 20.00,0.017,0
4.2.2021 21.00,0.017,0
4.2.2021 22.00,0.017,0
4.2.2021 23.00,0.017,0
5.2.2021 0.00,0.017,0
5.2.2021 1.00,0.018,0
5.2.2021 2.00,0.018,0
5.2.2021 3.00,0.018,0
5.2.2021 4.00,0.018,0
5.2.2021 5.00,0.018,0
5.2.2021 6.00,0.018,0
5.2.2021 7.00,0.018,0
5.2.2021 8.00,0.018,0
5.2.2021 9.00,0.018,0
5.2.2021 10.00,0.018,0
5.2.2021 11.00,0.018,0
5.2.2021 12.00,0.018,0
5.2.2021 13.00,0.018,0
5.2.2021 14.00,0.018,0
5.2.2021 15.00,0.018,0
5.2.2021 16.00,0.018,0
5.2.2021 17.00,0.018,0
5.2.2021 18.00,0.018,0
5.2.2021 19.00,0.018,0
5.2.2021 20.00,0.018,0
5.2.2021 21.00,0.018,0
5.2.2021 22.00,0.018,0
5.2.2021 23.00,0.018,0
6.2.2021 0.00,0.018,0
6.2.2021 1.00,0.014,0
6.2.2021 2.00,0.014,0
6.2.2021 3.00,0.014,0
6.2.2021 4.00,0.014,0
6.2.2021 5.00,0.014,0
6.2.2021 6.00,0.014,0
6.2.2021 7.00,0.014,0
6.2.2021 8.00,0.014,0
6.2.2021 9.00,0.014,0
6.2.2021 10.00,0.014,0
6.2.2021 11.00,0.014,0
6.2.2021 12.00,0.014,0
6.2.2021 13.00,0.014,0
6.2.2021 14.00,0.014,0
6.2.2021 15.00,0.014,0
6.2.2021 16.00,0.014,0
6.2.2021 17.00,0.014,0
6.2.2021 18.00,0.014,0
6.2.2021 19.00,0.014,0
6.2.2021 20.00,0.014,0
6.2.2021 21.00,0.014,0
6.2.2021 22.00,0.014,0
6.2.2021 23.00,0.014,0
7.2.2021 0.00,0.014,0
7.2.2021 1.00,0.013,0
7.2.2021 2.00,0.013,0
7.2.2021 3.00,0.013,0
7.2.2021 4.00,0.013,0
7.2.2021 5.00,0.013,0
7.2.2021 6.00,0.013,0
7.2.2021 7.00,0.013,0
7.2.2021 8.00,0.013,0
7.2.2021 9.00,0.013,0
7.2.2021 10.00,0.013,0
7.2.2021 11.00,0.013,0
7.2.2021 12.00,0.013,0
7.2.2021 13.00,0.013,0
7.2.2021 14.00,0.013,0
7.2.2021 15.00,0.013,0
7.2.2021 16.00,0.013,0
7.2.2021 17.00,0.013,0
7.2.2021 18.00,0.013,0
7.2.2021 19.00,0.013,0
7.2.2021 20.00,0.013,0
7.2.2021 21.00,0.013,0
7.2.2021 22.00,0.013,0
7.2.2021 23.00,0.013,0
8.2.2021 0.00,0.013,0
8.2.2021 1.00,0.017,0
8.2.2021 2.00,0.017,0
8.2.2021 3.00,0.017,0
8.2.2021 4.00,0.017,0
8.2.2021 5.00,0.017,0
8.2.2021 6.00,0.017,0
8.2.2021 7.00,0.017,0
8.2.2021 8.00,0.017,0
8.2.2021 9.00,0.017,0
8.2.2021 10.00,0.017,0
8.2.2021 11.00,0.017,0
8.2.2021 12.00,0.017,0
8.2.2021 13.00,0.017,0
8.2.2021 14.00,0.017,0
8.2.2021 15.00,0.017,0
8.2.2021 16.00,0.017,0
8.2.2021 17.00,0.017,0
8.2.2021 18.00,0.017,0
8.2.2021 19.00,0.017,0
8.2.2021 20.00,0.017,0
8.2.2021 21.00,0.017,0
8.2.2021 22.00,0.017,0
8.2.2021 23.00,0.017,0
9.2.2021 0.00,0.017,0
9.2.2021 1.00,0.017,0
9.2.2021 2.00,0.017,0
9.2.2021 3.00,0.017,0
9.2.2021 4.00,0.017,0
9.2.2021 5.00,0.017,0
9.2.2021 6.00,0.017,0
9.2.2021 7.00,0.017,0
9.2.2021 8.00,0.017,0
9.2.2021 9.00,0.017,0
9.2.2021 10.00,0.017,0
9.2.2021 11.00,0.017,0
9.2.2021 12.00,0.017,0
9.2.2021 13.00,0.017,0
9.2.2021 14.00,0.017,0
9.2.2021 15.00,0.017,0
9.2.2021 16.00,0.017,0
9.2.2021 17.00,0.017,0
9.2.2021 18.00,0.017,0
9.2.2021 19.00,0.017,0
9.2.2021 20.00,0.017,0
9.2.2021 21.00,0.017,0
9.2.2021 22.00,0.017,0
9.2.2021 23.00,0.017,0
10.2.2021 0.00,0.017,0
10.2.2021 1.00,0.018,0
10.2.2021 2.00,0.018,0
10.2.2021 3.00,0.018,0
10.2.2021 4.00,0.018,0
10.2.2021 5.00,0.018,0
10.2.2021 6.00,0.018,0
10.2.2021 7.00,0.018,0
10.2.2021 8.00,0.018,0
10.2.2021 9.00,0.018,0
10.2.2021 10.00,0.018,0
10.2.2021 11.00,0.018,0
10.2.2021 12.00,0.018,0
10.2.2021 13.00,0.018,0
10.2.2021 14.00,0.018,0
10.2.2021 15.00,0.018,0
10.2.2021 16.00,0.018,0
10.2.2021 17.00,0.018,0
10.2.2021 18.00,0.018,0
10.2.2021 19.00,0.018,0
10.2.2021 20.00,0.018,0
10.2.2021 21.00,0.018,0
10.2.2021 22.00,0.018,0
10.2.2021 23.00,0.018,0
11.2.2021 0.00,0.018,0
11.2.2021 1.00,0.019,0
11.2.2021 2.00,0.019,0
11.2.2021 3.00,0.019,0
11.2.2021 4.00,0.019,0
11.2.2021 5.00,0.019,0
11.2.2021 6.00,0.019,0
11.2.2021 7.00,0.019,0
11.2.2021 8.00,0.019,0
11.2.2021 9.00,0.019,0
11.2.2021 10.00,0.019,0
11.2.2021 11.00,0.019,0
11.2.2021 12.00,0.019,0
11.2.2021 13.00,0.019,0
11.2.2021 14.00,0.019,0
11.2.2021 15.00,0.019,0
11.2.2021 16.00,0.019,0
11.2.2021 17.00,0.019,0
11.2.2021 18.00,0.019,0
11.2.2021 19.00,0.019,0
11.2.2021 20.00,0.019,0
11.2.2021 21.00,0.019,0
11.2.2021 22.00,0.019,0
11.2.2021 23.00,0.019,0
12.2.2021 0.00,0.019,0
12.2.2021 1.00,0.019,0
12.2.2021 2.00,0.019,0
12.2.2021 3.00,0.019,0
12.2.2021 4.00,0.019,0
12.2.2021 5.00,0.019,0
12.2.2021 6.00,0.019,0
12.2.2021 7.00,0.019,0
12.2.2021 8.00,0.019,0
12.2.2021 9.00,0.019,0
12.2.2021 10.00,0.019,0
12.2.2021 11.00,0.019,0
12.2.2021 12.00,0.019,0
12.2.2021 13.00,0.019,0
12.2.2021 14.00,0.019,0
12.2.2021 15.00,0.019,0
12.2.2021 16.00,0.019,0
12.2.2021 17.00,0.019,0
12.2.2021 18.00,0.019,0
12.2.2021 19.00,0.019,0
12.2.2021 20.00,0.019,0
12.2.2021 21.00,0.019,0
12.2.2021 22.00,0.019,0
12.2.2021 23.00,0.019,0
13.2.2021 0.00,0.019,0
13.2.2021 1.00,0.013,-8.5
13.2.2021 2.00,0.013,-9.2
13.2.2021 3.00,0.013,-9.6
13.2.2021 4.00,0.013,-9.8
13.2.2021 5.00,0.013,-9.8
13.2.2021 6.00,0.013,-9.8
13.2.2021 7.00,0.013,-9.9
13.2.2021 8.00,0.013,-9.6
13.2.2021 9.00,0.013,-9.8
13.2.2021 10.00,0.013,-7.9
13.2.2021 11.00,0.013,-5.1
13.2.2021 12.00,0.013,-2.4
13.2.2021 13.00,0.013,-1.1
13.2.2021 14.00,0.013,-0.2
13.2.2021 15.00,0.013,-0.1
13.2.2021 16.00,0.013,-0.5
13.2.2021 17.00,0.013,-1.3
13.2.2021 18.00,0.013,-2.9
13.2.2021 19.00,0.013,-4.2
13.2.2021 20.00,0.013,-4.6
13.2.2021 21.00,0.013,-5.6
13.2.2021 22.00,0.013,-5.8
13.2.2021 23.00,0.013,-6.2
14.2.2021 0.00,0.013,-6.4
14.2.2021 1.00,0.013,-6.8
14.2.2021 2.00,0.013,-6.9
14.2.2021 3.00,0.013,-6.8
14.2.2021 4.00,0.013,-6.8
14.2.2021 5.00,0.013,-6.8
14.2.2021 6.00,0.013,-7.4
14.2.2021 7.00,0.013,-6.4
14.2.2021 8.00,0.013,-5.8
14.2.2021 9.00,0.013,-5.7
14.2.2021 10.00,0.013,-5.2
14.2.2021 11.00,0.013,-3
14.2.2021 12.00,0.013,-1.6
14.2.2021 13.00,0.013,-0.2
14.2.2021 14.00,0.013,0.1
14.2.2021 15.00,0.013,0.4
14.2.2021 16.00,0.013,0.4
14.2.2021 17.00,0.013,-0.4
14.2.2021 18.00,0.013,-2.5
14.2.2021 19.00,0.013,-4.4
14.2.2021 20.00,0.013,-5.4
14.2.2021 21.00,0.013,-6.7
14.2.2021 22.00,0.013,-7.3
14.2.2021 23.00,0.013,-7.3
15.2.2021 0.00,0.013,-7.5
15.2.2021 1.00,0.017,-8.1
15.2.2021 2.00,0.017,-8.4
15.2.2021 3.00,0.017,-7.8
15.2.2021 4.00,0.017,-7.8
15.2.2021 5.00,0.017,-7.9
15.2.2021 6.00,0.017,-7.7
15.2.2021 7.00,0.017,-6.7
15.2.2021 8.00,0.017,-6.1
15.2.2021 9.00,0.017,-5.6
15.2.2021 10.00,0.017,-4.2
15.2.2021 11.00,0.017,-3
15.2.2021 12.00,0.017,-2
15.2.2021 13.00,0.017,-0.9
15.2.2021 14.00,0.017,0.3
15.2.2021 15.00,0.017,0.5
15.2.2021 16.00,0.017,0.5
15.2.2021 17.00,0.017,0.2
15.2.2021 18.00,0.017,-0.1
15.2.2021 19.00,0.017,-0.3
15.2.2021 20.00,0.017,-0.6
15.2.2021 21.00,0.017,-1.2
15.2.2021 22.00,0.017,-1.6
15.2.2021 23.00,0.017,-1.6
16.2.2021 0.00,0.017,-1.3
16.2.2021 1.00,0.016,-1.2
16.2.2021 2.00,0.016,-1
16.2.2021 3.00,0.016,-0.8
16.2.2021 4.00,0.016,-0.8
16.2.2021 5.00,0.016,-0.8
16.2.2021 6.00,0.016,-0.9
16.2.2021 7.00,0.016,-1
16.2.2021 8.00,0.016,-1.3
16.2.2021 9.00,0.016,-1.3
16.2.2021 10.00,0.016,-1.2
16.2.2021 11.00,0.016,-0.9
16.2.2021 12.00,0.016,-0.6
16.2.2021 13.00,0.016,-0.2
16.2.2021 14.00,0.016,-0.1
16.2.2021 15.00,0.016,0
16.2.2021 16.00,0.016,-0.1
16.2.2021 17.00,0.016,-0.1
16.2.2021 18.00,0.016,-0.2
16.2.2021 19.00,0.013,-0.4
16.2.2021 20.00,0.013,-0.6
16.2.2021 21.00,0.013,-0.8
16.2.2021 22.00,0.013,-1
16.2.2021 23.00,0.013,-1
17.2.2021 0.00,0.013,-0.5
17.2.2021 1.00,0.013,-0.1
17.2.2021 2.00,0.013,0.2
17.2.2021 3.00,0.013,0.3
17.2.2021 4.00,0.013,0.3
17.2.2021 5.00,0.013,0.3
17.2.2021 6.00,0.013,0.3
17.2.2021 7.00,0.013,0.2
17.2.2021 8.00,0.013,0.1
17.2.2021 9.00,0.013,0.1
17.2.2021 10.00,0.013,0.3
17.2.2021 11.00,0.013,0.3
17.2.2021 12.00,0.013,0.9
17.2.2021 13.00,0.013,0.8
17.2.2021 14.00,0.013,0.9
17.2.2021 15.00,0.013,0.9
17.2.2021 16.00,0.013,0.9
17.2.2021 17.00,0.013,0.8
17.2.2021 18.00,0.013,0.7
17.2.2021 19.00,0.013,0.6
17.2.2021 20.00,0.013,0.5
17.2.2021 21.00,0.013,0.4
17.2.2021 22.00,0.013,0.3
17.2.2021 23.00,0.013,0.3
18.2.2021 0.00,0.013,0.2
18.2.2021 1.00,0.013,0.3
18.2.2021 2.00,0.013,0.4
18.2.2021 3.00,0.013,0.5
18.2.2021 4.00,0.013,0.6
18.2.2021 5.00,0.013,0.6
18.2.2021 6.00,0.013,0.6
18.2.2021 7.00,0.013,0.6
18.2.2021 8.00,0.013,0.6
18.2.2021 9.00,0.013,0.6
18.2.2021 10.00,0.013,0.7
18.2.2021 11.00,0.013,0.9
18.2.2021 12.00,0.013,1.2
18.2.2021 13.00,0.013,1.4
18.2.2021 14.00,0.013,1.5
18.2.2021 15.00,0.013,1.6
18.2.2021 16.00,0.013,1.5
18.2.2021 17.00,0.013,1.5
18.2.2021 18.00,0.013,1.4
18.2.2021 19.00,0.013,1.5
18.2.2021 20.00,0.013,1.5
18.2.2021 21.00,0.013,1.6
18.2.2021 22.00,0.013,1.7
18.2.2021 23.00,0.013,1.7
19.2.2021 0.00,0.013,1.8
19.2.2021 1.00,0.012,1.9
19.2.2021 2.00,0.012,1.9
19.2.2021 3.00,0.012,1.8
19.2.2021 4.00,0.012,1.9
19.2.2021 5.00,0.012,2.2
19.2.2021 6.00,0.012,2.1
19.2.2021 7.00,0.012,2.2
19.2.2021 8.00,0.012,2
19.2.2021 9.00,0.012,2.2
19.2.2021 10.00,0.012,2.6
19.2.2021 11.00,0.012,2.9
19.2.2021 12.00,0.012,3.1
19.2.2021 13.00,0.012,3.2
19.2.2021 14.00,0.012,3.7
19.2.2021 15.00,0.012,4.4
19.2.2021 16.00,0.012,4.5
19.2.2021 17.00,0.012,3.1
19.2.2021 18.00,0.012,3.1
19.2.2021 19.00,0.012,2.8
19.2.2021 20.00,0.012,2.4
19.2.2021 21.00,0.012,2
19.2.2021 22.00,0.012,2.1
19.2.2021 23.00,0.012,1.9
20.2.2021 0.00,0.012,1.7
20.2.2021 1.00,0.009,1.7
20.2.2021 2.00,0.009,1.8
20.2.2021 3.00,0.009,2.1
20.2.2021 4.00,0.009,2
20.2.2021 5.00,0.009,2.1
20.2.2021 6.00,0.009,2.2
20.2.2021 7.00,0.009,2.3
20.2.2021 8.00,0.009,2.6
20.2.2021 9.00,0.009,3
20.2.2021 10.00,0.009,3.4
20.2.2021 11.00,0.009,3.9
20.2.2021 12.00,0.009,4.7
20.2.2021 13.00,0.009,5.4
20.2.2021 14.00,0.009,5.7
20.2.2021 15.00,0.009,6
20.2.2021 16.00,0.009,6.2
20.2.2021 17.00,0.009,5.7
20.2.2021 18.00,0.009,5.4
20.2.2021 19.00,0.009,4.1
20.2.2021 20.00,0.009,3.4
20.2.2021 21.00,0.009,3.3
20.2.2021 22.00,0.009,3.2
20.2.2021 23.00,0.009,3.4
21.2.2021 0.00,0.009,3.6
21.2.2021 1.00,0.009,3.5
21.2.2021 2.00,0.009,3.5
21.2.2021 3.00,0.009,3.3
21.2.2021 4.00,0.009,3.5
21.2.2021 5.00,0.009,3.5
21.2.2021 6.00,0.009,2.9
21.2.2021 7.00,0.009,2.7
21.2.2021 8.00,0.009,2.5
21.2.2021 9.00,0.009,3
21.2.2021 10.00,0.009,3.8
21.2.2021 11.00,0.009,5.3
21.2.2021 12.00,0.009,6.3
21.2.2021 13.00,0.009,7.3
21.2.2021 14.00,0.009,8.3
21.2.2021 15.00,0.009,9.1
21.2.2021 16.00,0.009,9.7
21.2.2021 17.00,0.009,9.1
21.2.2021 18.00,0.009,7.3
21.2.2021 19.00,0.009,5.2
21.2.2021 20.00,0.009,4.2
21.2.2021 21.00,0.009,3.8
21.2.2021 22.00,0.009,3.6
21.2.2021 23.00,0.009,3.3
22.2.2021 0.00,0.009,3
22.2.2021 1.00,0.01,2.8
22.2.2021 2.00,0.01,2.9
22.2.2021 3.00,0.01,2.7
22.2.2021 4.00,0.01,2.4
22.2.2021 5.00,0.01,1.8
22.2.2021 6.00,0.01,2.1
22.2.2021 7.00,0.01,2.1
22.2.2021 8.00,0.01,2.3
22.2.2021 9.00,0.01,2.4
22.2.2021 10.00,0.01,4.1
22.2.2021 11.00,0.01,6.3
22.2.2021 12.00,0.01,7.9
22.2.2021 13.00,0.01,8.6
22.2.2021 14.00,0.01,9.7
22.2.2021 15.00,0.01,10.4
22.2.2021 16.00,0.01,10
22.2.2021 17.00,0.01,8.9
22.2.2021 18.00,0.01,7.6
22.2.2021 19.00,0.01,6.2
22.2.2021 20.00,0.01,5.7
22.2.2021 21.00,0.01,5.1
22.2.2021 22.00,0.01,4.7
22.2.2021 23.00,0.01,4.8
23.2.2021 0.00,0.01,4.2
23.2.2021 1.00,0.009,4.9
23.2.2021 2.00,0.009,4.7
